,index,user,group,task,phase,time,type,sourcePath,targetPath,sourceRange,targetRange,time_dup
20,922,cloudy,control,1,0,2022-04-17 12:53:15.916798,mark,,code/lib/views/home_page/home_page.dart (cement),,36:4-37:22,2022-04-17T12:53:15.916798
21,923,cloudy,control,1,0,2022-04-17 12:53:26.839796,unmark,,code/lib/views/home_page/home_page.dart (cement),,36:4-37:22,2022-04-17T12:53:26.839796
22,924,cloudy,control,1,0,2022-04-17 12:55:33.113562,tree,,code/lib/views/scrap_pile_picker/scrap_pile_picker.dart (NO_NODE_YET),,,2022-04-17T12:55:33.113562
24,925,cloudy,control,1,0,2022-04-17 12:55:39.243243,tree,,code/lib/views/scrap_pile_picker/scrap_pile_picker_view.dart (NO_NODE_YET),,,2022-04-17T12:55:39.243243
26,926,cloudy,control,1,0,2022-04-17 12:57:57.405982,tree,,code/lib/views/splash_page.dart (sepia),,,2022-04-17T12:57:57.405982
28,133,cloudy,control,1,0,2022-04-17 12:58:01.621925,UI,,/views/home_page/covers_sortable_list.dart,,,2022-04-17T12:58:01.621925
29,134,cloudy,control,1,0,2022-04-17 12:58:20.431218,UI,,/views/splash_page.dart,,,2022-04-17T12:58:20.431218
30,927,cloudy,control,1,0,2022-04-17 13:00:07.704301,tree,,code/lib/views/user_profile_card/user_profile_card.dart (NO_NODE_YET),,,2022-04-17T13:00:07.704301
32,136,cloudy,control,1,0,2022-04-17 13:00:51.518932,UI,,/views/home_page/home_page.dart,,,2022-04-17T13:00:51.518932
33,928,cloudy,control,1,0,2022-04-17 13:01:12.766887,mark,,code/lib/views/home_page/home_page.dart (cement),,46:17-46:31,2022-04-17T13:01:12.766887
34,929,cloudy,control,1,0,2022-04-17 13:01:15.498935,unmark,,code/lib/views/home_page/home_page.dart (cement),,46:17-46:31,2022-04-17T13:01:15.498935
35,930,cloudy,control,1,0,2022-04-17 13:01:27.901615,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/covers_sortable_list.dart (scratched),47:43-47:48,17:28-17:33,2022-04-17T13:01:27.901615
37,931,cloudy,control,1,0,2022-04-17 13:01:32.636541,define,code/lib/views/home_page/covers_sortable_list.dart (scratched),code/lib/data/book_data.dart (NO_NODE_YET),17:13-17:26,22:6-22:19,2022-04-17T13:01:32.636541
39,932,cloudy,control,1,0,2022-04-17 13:12:26.812584,hide,,code/lib/commands/app/authenticate_user_command.dart (airmail),,,2022-04-17T13:12:26.812584
41,933,cloudy,control,1,0,2022-04-17 13:12:28.002212,hide,,code/lib/data/app_user.dart (coelurus),,,2022-04-17T13:12:28.002212
43,934,cloudy,control,1,0,2022-04-17 13:12:28.515945,hide,,code/lib/views/home_page/home_page.dart (cement),,,2022-04-17T13:12:28.515945
45,935,cloudy,control,1,0,2022-04-17 13:12:28.831479,hide,,code/lib/views/scrap_pile_picker/scrap_pile_picker.dart (soy),,,2022-04-17T13:12:28.831479
47,936,cloudy,control,1,0,2022-04-17 13:12:29.099356,hide,,code/lib/views/scrap_pile_picker/scrap_pile_picker_view.dart (mangrove),,,2022-04-17T13:12:29.099356
49,937,cloudy,control,1,0,2022-04-17 13:12:29.268103,hide,,code/lib/views/home_page/covers_sortable_list.dart (scratched),,,2022-04-17T13:12:29.268103
51,938,cloudy,control,1,0,2022-04-17 13:12:29.628441,hide,,code/lib/data/book_data.dart (fir),,,2022-04-17T13:12:29.628441
53,939,cloudy,control,1,0,2022-04-17 13:12:30.239776,hide,,code/lib/views/splash_page.dart (sepia),,,2022-04-17T13:12:30.239776
55,940,cloudy,control,1,0,2022-04-17 13:12:30.643641,hide,,code/lib/views/user_profile_card/user_profile_card.dart (gatsby),,,2022-04-17T13:12:30.643641
57,941,cloudy,control,1,0,2022-04-17 13:12:30.966476,hide,,code/lib/views/home_page/covers_flow_list.dart (crowberry),,,2022-04-17T13:12:30.966476
59,942,cloudy,control,1,0,2022-04-17 13:12:31.296094,hide,,code/lib/views/home_page/book_cover/book_cover.dart (bergamot),,,2022-04-17T13:12:31.296094
60,943,cloudy,control,1,0,2022-04-17 13:12:39.755766,tree,,code/lib/views/splash_page.dart (sepia),,,2022-04-17T13:12:39.755766
62,944,cloudy,control,1,0,2022-04-17 13:13:09.021386,tree,,code/lib/views/home_page/home_page.dart (cement),,,2022-04-17T13:13:09.021386
64,945,cloudy,control,1,0,2022-04-17 13:17:19.075555,tree,,code/lib/views/editor_page/empty_editor_view.dart (NO_NODE_YET),,,2022-04-17T13:17:19.075555
65,946,cloudy,control,1,0,2022-04-17 13:17:24.684099,tree,,code/lib/views/editor_page/empty_editor_view.dart (nitrogen),,,2022-04-17T13:17:24.684099
75,956,cloudy,control,1,0,2022-04-17 13:17:35.198909,tree,,code/lib/views/editor_page/placed_scrap_keyboard_listener.dart (NO_NODE_YET),,,2022-04-17T13:17:35.198909
76,957,cloudy,control,1,0,2022-04-17 13:17:45.444024,hide,,code/lib/views/home_page/home_page.dart (cement),,,2022-04-17T13:17:45.444024
78,958,cloudy,control,1,0,2022-04-17 13:17:47.271190,hide,,code/lib/views/splash_page.dart (sepia),,,2022-04-17T13:17:47.271190
79,959,cloudy,control,1,0,2022-04-17 13:17:49.061915,tree,,code/lib/views/editor_page/editor_page.dart (NO_NODE_YET),,,2022-04-17T13:17:49.061915
81,960,cloudy,control,1,0,2022-04-17 13:22:54.227716,tree,,code/lib/views/editor_page/panels/content_picker_tab_menu.dart (NO_NODE_YET),,,2022-04-17T13:22:54.227716
83,961,cloudy,control,1,0,2022-04-17 13:23:33.651650,tree,,code/lib/views/editor_page/scrap_popup_editor/scrap_popup_editor.dart (NO_NODE_YET),,,2022-04-17T13:23:33.651650
85,962,cloudy,control,1,0,2022-04-17 13:25:23.433432,tree,,code/lib/views/editor_page/panels/simple_pages_menu.dart (NO_NODE_YET),,,2022-04-17T13:25:23.433432
87,963,cloudy,control,1,0,2022-04-17 13:26:06.058914,tree,,code/lib/views/editor_page/panels/collapsible_info_panel.dart (NO_NODE_YET),,,2022-04-17T13:26:06.058914
89,964,cloudy,control,1,0,2022-04-17 13:26:36.506095,mark,,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),,27:6-27:111,2022-04-17T13:26:36.506095
90,965,cloudy,control,1,0,2022-04-17 13:26:50.128672,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),27:91-27:110,72:7-72:26,2022-04-17T13:26:50.128672
91,966,cloudy,control,1,0,2022-04-17 13:26:57.278977,mark,,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),,72:2-72:30,2022-04-17T13:26:57.278977
92,967,cloudy,control,1,0,2022-04-17 13:27:16.062314,mark,,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),,74:4-77:6,2022-04-17T13:27:16.062314
93,968,cloudy,control,1,0,2022-04-17 13:27:44.686238,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/commands/app/copy_share_link_command.dart (NO_NODE_YET),74:4-74:24,10:6-10:26,2022-04-17T13:27:44.686238
95,969,cloudy,control,1,0,2022-04-17 13:27:58.193440,hide,,code/lib/commands/app/copy_share_link_command.dart (silicon),,,2022-04-17T13:27:58.193440
97,970,cloudy,control,1,1,2022-04-17 13:28:33.852094,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),27:91-27:110,72:7-72:26,2022-04-17T13:28:33.852094
98,971,cloudy,control,1,1,2022-04-17 13:31:03.754384,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/models/books_model.dart (NO_NODE_YET),76:41-76:54,109:14-109:27,2022-04-17T13:31:03.754384
100,160,cloudy,control,1,1,2022-04-17 13:31:13.448392,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:31:13.448392
101,972,cloudy,control,1,1,2022-04-17 13:31:35.374292,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/data/book_data.freezed.dart (NO_NODE_YET),75:13-75:23,56:13-56:23,2022-04-17T13:31:35.374292
102,161,cloudy,control,1,1,2022-04-17 13:31:38.594457,UI,,/data/book_data.freezed.dart,,,2022-04-17T13:31:38.594457
103,973,cloudy,control,1,1,2022-04-17 13:31:56.639292,hide,,code/lib/data/book_data.freezed.dart (guiltless),,,2022-04-17T13:31:56.639292
105,163,cloudy,control,1,1,2022-04-17 13:31:58.662994,UI,,/models/books_model.dart,,,2022-04-17T13:31:58.662994
106,164,cloudy,control,1,1,2022-04-17 13:32:11.305566,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:32:11.305566
107,165,cloudy,control,1,1,2022-04-17 13:32:24.995952,UI,,/models/books_model.dart,,,2022-04-17T13:32:24.995952
108,166,cloudy,control,1,1,2022-04-17 13:32:27.443956,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:32:27.443956
109,167,cloudy,control,1,1,2022-04-17 13:32:31.820765,UI,,/models/books_model.dart,,,2022-04-17T13:32:31.820765
110,974,cloudy,control,1,1,2022-04-17 13:32:43.114137,define,code/lib/models/books_model.dart (aerie),code/lib/data/book_data.freezed.dart (guiltless),109:44-109:54,430:13-430:23,2022-04-17T13:32:43.114137
112,975,cloudy,control,1,1,2022-04-17 13:33:03.657664,hide,,code/lib/data/book_data.freezed.dart (guiltless),,,2022-04-17T13:33:03.657664
114,976,cloudy,control,1,1,2022-04-17 13:33:22.255177,define,code/lib/models/books_model.dart (aerie),code/lib/models/books_model.dart (aerie),109:31-109:42,101:21-101:32,2022-04-17T13:33:22.255177
115,977,cloudy,control,1,1,2022-04-17 13:33:32.573614,define,code/lib/models/books_model.dart (aerie),code/lib/data/book_data.dart (fir),101:2-101:15,71:6-71:19,2022-04-17T13:33:32.573614
117,978,cloudy,control,1,1,2022-04-17 13:34:02.476812,define,code/lib/data/book_data.dart (fir),code/lib/data/book_data.dart (fir),61:76-61:78,61:33-61:35,2022-04-17T13:34:02.476812
118,171,cloudy,control,1,1,2022-04-17 13:35:02.768932,UI,,/models/books_model.dart,,,2022-04-17T13:35:02.768932
119,172,cloudy,control,1,1,2022-04-17 13:35:03.940026,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:35:03.940026
120,979,cloudy,control,1,1,2022-04-17 13:35:10.693475,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/data/book_data.freezed.dart (guiltless),75:13-75:23,56:13-56:23,2022-04-17T13:35:10.693475
122,980,cloudy,control,1,1,2022-04-17 13:35:32.724632,hide,,code/lib/data/book_data.freezed.dart (guiltless),,,2022-04-17T13:35:32.724632
124,981,cloudy,control,1,1,2022-04-17 13:36:53.410179,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/models/books_model.dart (aerie),76:27-76:37,5:6-5:16,2022-04-17T13:36:53.410179
126,982,cloudy,control,1,1,2022-04-17 13:37:44.511861,define,code/lib/models/books_model.dart (aerie),code/lib/models/books_model.dart (aerie),13:56-13:63,13:24-13:31,2022-04-17T13:37:44.511861
127,983,cloudy,control,1,1,2022-04-17 13:37:47.324110,define,code/lib/models/books_model.dart (aerie),code/lib/models/books_model.dart (aerie),13:24-13:31,13:24-13:31,2022-04-17T13:37:47.324110
128,984,cloudy,control,1,1,2022-04-17 13:43:12.838516,define,code/lib/models/books_model.dart (aerie),code/lib/models/books_model.dart (aerie),20:8-20:13,12:6-12:11,2022-04-17T13:43:12.838516
129,985,cloudy,control,1,1,2022-04-17 13:43:25.210190,define,code/lib/models/books_model.dart (aerie),code/lib/data/book_data.dart (fir),10:7-10:20,22:6-22:19,2022-04-17T13:43:25.210190
131,986,cloudy,control,1,1,2022-04-17 13:43:38.090117,define,code/lib/data/book_data.dart (fir),code/lib/data/book_data.dart (fir),25:24-25:34,25:24-25:34,2022-04-17T13:43:38.090117
132,177,cloudy,control,1,1,2022-04-17 13:45:28.429752,UI,,/views/editor_page/editor_page.dart,,,2022-04-17T13:45:28.429752
133,178,cloudy,control,1,1,2022-04-17 13:45:31.060310,UI,,/views/editor_page/panels/content_picker_tab_menu.dart,,,2022-04-17T13:45:31.060310
134,179,cloudy,control,1,1,2022-04-17 13:45:34.314729,UI,,/views/editor_page/scrap_popup_editor/scrap_popup_editor.dart,,,2022-04-17T13:45:34.314729
135,987,cloudy,control,1,1,2022-04-17 13:45:39.091355,hide,,code/lib/views/editor_page/scrap_popup_editor/scrap_popup_editor.dart (lynx),,,2022-04-17T13:45:39.091355
137,988,cloudy,control,1,1,2022-04-17 13:45:40.679757,hide,,code/lib/views/editor_page/panels/content_picker_tab_menu.dart (soccer),,,2022-04-17T13:45:40.679757
139,989,cloudy,control,1,1,2022-04-17 13:45:42.115559,hide,,code/lib/views/editor_page/editor_page.dart (mantis),,,2022-04-17T13:45:42.115559
141,183,cloudy,control,1,1,2022-04-17 13:45:45.576258,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:45:45.576258
142,990,cloudy,control,1,1,2022-04-17 13:46:19.992803,define,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),code/lib/commands/app/copy_share_link_command.dart (silicon),74:4-74:24,10:6-10:26,2022-04-17T13:46:19.992803
144,991,cloudy,control,1,1,2022-04-17 13:46:34.184470,mark,,code/lib/commands/app/copy_share_link_command.dart (silicon),,18:10-18:42,2022-04-17T13:46:34.184470
145,992,cloudy,control,2,0,2022-04-17 13:47:16.844239,tree,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,,2022-04-17T13:47:16.844239
147,993,cloudy,control,2,0,2022-04-17 13:51:44.953273,tree,,code/lib/views/editor_page/panels/collapsible_pages_panel.dart (NO_NODE_YET),,,2022-04-17T13:51:44.953273
149,994,cloudy,control,2,0,2022-04-17 13:51:51.585162,hide,,code/lib/models/books_model.dart (aerie),,,2022-04-17T13:51:51.585162
151,995,cloudy,control,2,0,2022-04-17 13:51:52.302209,hide,,code/lib/data/book_data.dart (fir),,,2022-04-17T13:51:52.302209
153,996,cloudy,control,2,0,2022-04-17 13:51:54.520599,hide,,code/lib/commands/app/copy_share_link_command.dart (silicon),,,2022-04-17T13:51:54.520599
155,190,cloudy,control,2,0,2022-04-17 13:51:55.724011,UI,,/views/editor_page/panels/collapsible_info_panel.dart,,,2022-04-17T13:51:55.724011
156,997,cloudy,control,2,0,2022-04-17 13:52:02.794479,hide,,code/lib/views/editor_page/panels/collapsible_info_panel.dart (air),,,2022-04-17T13:52:02.794479
158,998,cloudy,control,2,0,2022-04-17 13:52:45.060962,define,code/lib/views/editor_page/panels/collapsible_pages_panel.dart (hose),code/lib/models/books_model.dart (aerie),26:28-26:38,5:6-5:16,2022-04-17T13:52:45.060962
160,999,cloudy,control,2,0,2022-04-17 13:53:01.908787,mark,,code/lib/models/books_model.dart (aerie),,60:2-66:9,2022-04-17T13:53:01.908787
161,1000,cloudy,control,2,0,2022-04-17 13:54:08.282007,unmark,,code/lib/models/books_model.dart (aerie),,60:2-66:9,2022-04-17T13:54:08.282007
162,1001,cloudy,control,2,0,2022-04-17 13:54:11.443445,mark,,code/lib/models/books_model.dart (aerie),,60:1-60:53,2022-04-17T13:54:11.443445
163,1002,cloudy,control,2,0,2022-04-17 13:54:36.220544,reference,code/lib/models/books_model.dart (aerie),code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),60:7-60:21,30:17-30:31,2022-04-17T13:54:36.220544
165,1003,cloudy,control,2,0,2022-04-17 13:55:06.256272,mark,,code/lib/commands/books/delete_page_command.dart (impartial),,30:6-30:49,2022-04-17T13:55:06.256272
166,1004,cloudy,control,2,0,2022-04-17 13:55:27.313457,mark,,code/lib/commands/books/delete_page_command.dart (impartial),,39:8-39:92,2022-04-17T13:55:27.313457
167,1005,cloudy,control,2,0,2022-04-17 13:56:35.208851,tree,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,,2022-04-17T13:56:35.208851
169,1006,cloudy,control,2,0,2022-04-17 13:57:55.597918,mark,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,34:18-34:72,2022-04-17T13:57:55.597918
170,1007,cloudy,control,2,0,2022-04-17 14:00:09.388450,mark,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,42:2-42:108,2022-04-17T14:00:09.388450
171,1008,cloudy,control,2,0,2022-04-17 14:00:13.218154,define,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),code/lib/commands/books/set_current_page_command.dart (NO_NODE_YET),42:98-42:101,7:25-7:28,2022-04-17T14:00:13.218154
173,1009,cloudy,control,2,0,2022-04-17 14:01:07.685646,unmark,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,34:18-34:72,2022-04-17T14:01:07.685646
175,196,cloudy,control,2,0,2022-04-17 14:01:09.418468,UI,,/models/books_model.dart,,,2022-04-17T14:01:09.418468
176,197,cloudy,control,2,0,2022-04-17 14:01:18.636960,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:01:18.636960
177,198,cloudy,control,2,0,2022-04-17 14:01:20.729905,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:01:20.729905
179,199,cloudy,control,2,0,2022-04-17 14:01:23.410570,UI,,/models/books_model.dart,,,2022-04-17T14:01:23.410570
180,200,cloudy,control,2,0,2022-04-17 14:01:27.993030,UI,,/views/editor_page/panels/collapsible_pages_panel.dart,,,2022-04-17T14:01:27.993030
181,201,cloudy,control,2,0,2022-04-17 14:01:29.788966,UI,,/commands/books/set_current_page_command.dart,,,2022-04-17T14:01:29.788966
182,202,cloudy,control,2,0,2022-04-17 14:01:31.136654,UI,,/views/editor_page/panels/simple_pages_menu.dart,,,2022-04-17T14:01:31.136654
183,203,cloudy,control,2,0,2022-04-17 14:01:37.165386,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:01:37.165386
184,204,cloudy,control,2,0,2022-04-17 14:01:40.807354,UI,,/models/books_model.dart,,,2022-04-17T14:01:40.807354
185,1012,cloudy,control,2,0,2022-04-17 14:01:44.548056,mark,,code/lib/models/books_model.dart (aerie),,18:1-22:9,2022-04-17T14:01:44.548056
186,205,cloudy,control,2,0,2022-04-17 14:01:51.510129,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:01:51.510129
187,1013,cloudy,control,2,0,2022-04-17 14:01:54.745546,unmark,,code/lib/commands/books/delete_page_command.dart (impartial),,39:8-39:92,2022-04-17T14:01:54.745546
188,1014,cloudy,control,2,0,2022-04-17 14:02:02.386513,mark,,code/lib/commands/books/delete_page_command.dart (impartial),,37:6-40:7,2022-04-17T14:02:02.386513
189,1015,cloudy,control,2,1,2022-04-17 14:17:01.289231,mark,,code/lib/commands/books/delete_page_command.dart (impartial),,33:7-33:68,2022-04-17T14:17:01.289231
190,1016,cloudy,control,2,1,2022-04-17 14:25:28.519728,define,code/lib/commands/books/delete_page_command.dart (impartial),code/lib/models/books_model.dart (aerie),33:44-33:60,52:27-52:43,2022-04-17T14:25:28.519728
192,1017,cloudy,control,2,1,2022-04-17 14:25:40.253157,mark,,code/lib/models/books_model.dart (aerie),,52:2-52:65,2022-04-17T14:25:40.253157
193,207,cloudy,control,2,1,2022-04-17 14:26:08.969802,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:26:08.969802
194,208,cloudy,control,2,1,2022-04-17 14:26:26.262713,UI,,/models/books_model.dart,,,2022-04-17T14:26:26.262713
195,209,cloudy,control,2,1,2022-04-17 14:26:29.167184,UI,,/models/books_model.dart,,,2022-04-17T14:26:29.167184
197,1018,cloudy,control,2,1,2022-04-17 14:28:16.597490,define,code/lib/models/books_model.dart (aerie),code/lib/models/books_model.dart (aerie),52:47-52:64,38:23-38:40,2022-04-17T14:28:16.597490
198,211,cloudy,control,2,1,2022-04-17 14:28:29.633227,UI,,/views/editor_page/panels/collapsible_pages_panel.dart,,,2022-04-17T14:28:29.633227
199,212,cloudy,control,2,1,2022-04-17 14:28:31.097488,UI,,/commands/books/delete_page_command.dart,,,2022-04-17T14:28:31.097488
200,1019,cloudy,control,3,0,2022-04-17 14:31:19.716525,tree,,code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),,,2022-04-17T14:31:19.716525
202,1020,cloudy,control,3,0,2022-04-17 14:31:20.822030,tree,,code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),,,2022-04-17T14:31:20.822030
204,1021,cloudy,control,3,0,2022-04-17 14:31:22.943190,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2022-04-17T14:31:22.943190
206,1022,cloudy,control,3,0,2022-04-17 14:31:26.544305,hide,,code/lib/views/editor_page/panels/simple_pages_menu.dart (visor),,,2022-04-17T14:31:26.544305
208,1023,cloudy,control,3,0,2022-04-17 14:31:27.051112,hide,,code/lib/commands/books/set_current_page_command.dart (school),,,2022-04-17T14:31:27.051112
210,1024,cloudy,control,3,0,2022-04-17 14:31:27.433528,hide,,code/lib/views/editor_page/panels/collapsible_pages_panel.dart (hose),,,2022-04-17T14:31:27.433528
212,1025,cloudy,control,3,0,2022-04-17 14:31:27.781601,hide,,code/lib/models/books_model.dart (aerie),,,2022-04-17T14:31:27.781601
214,1026,cloudy,control,3,0,2022-04-17 14:31:28.185668,hide,,code/lib/commands/books/delete_page_command.dart (impartial),,,2022-04-17T14:31:28.185668
216,1027,cloudy,control,3,0,2022-04-17 14:31:50.926656,mark,,code/lib/services/firebase/firebase_service_native.dart (meter),,9:6-9:27,2022-04-17T14:31:50.926656
217,1028,cloudy,control,3,0,2022-04-17 14:32:02.819007,unmark,,code/lib/services/firebase/firebase_service_native.dart (meter),,9:6-9:27,2022-04-17T14:32:02.819007
218,1029,cloudy,control,3,0,2022-04-17 14:32:09.059578,tree,,code/lib/services/firebase/firebase_service.dart (territory),,,2022-04-17T14:32:09.059578
220,1030,cloudy,control,3,0,2022-04-17 14:33:31.688411,mark,,code/lib/services/firebase/firebase_service.dart (territory),,24:2-24:54,2022-04-17T14:33:31.688411
221,222,cloudy,control,3,1,2022-04-17 14:38:05.321939,UI,,/services/firebase/firebase_service_firedart.dart,,,2022-04-17T14:38:05.321939
222,223,cloudy,control,3,1,2022-04-17 14:38:27.555857,UI,,/services/firebase/firebase_service_native.dart,,,2022-04-17T14:38:27.555857
223,1031,cloudy,control,3,1,2022-04-17 14:38:28.855002,move-leaf,,code/lib/services/firebase/firebase_service_native.dart (meter),,,2022-04-17T14:38:28.855002
226,1032,cloudy,control,3,1,2022-04-17 14:39:51.080764,mark,,code/lib/services/firebase/firebase_service_firedart.dart (resonance),,107:6-107:93,2022-04-17T14:39:51.080764
227,1033,cloudy,control,3,1,2022-04-17 14:39:54.202271,mark,,code/lib/services/firebase/firebase_service_native.dart (meter),,80:5-80:85,2022-04-17T14:39:54.202271
1,674,drive,control,1,0,2022-04-12 13:39:29.064119,UI,,/views/home_page/covers_flow_list.dart,,,2022-04-12T13:39:29.064119
2,1035,drive,control,1,0,2022-04-12 13:40:56.224482,tree,,code/lib/views/home_page/home_page.dart (NO_NODE_YET),,,2022-04-12T13:40:56.224482
4,1036,drive,control,1,0,2022-04-12 13:41:28.730945,tree,,code/lib/views/home_page/home_nav_bar.dart (NO_NODE_YET),,,2022-04-12T13:41:28.730945
6,1037,drive,control,1,0,2022-04-12 13:42:06.247027,tree,,code/lib/views/home_page/book_cover/book_cover.dart (NO_NODE_YET),,,2022-04-12T13:42:06.247027
8,1038,drive,control,1,0,2022-04-12 13:43:02.511423,tree,,code/lib/views/home_page/book_cover/book_cover_large.dart (NO_NODE_YET),,,2022-04-12T13:43:02.511423
10,1039,drive,control,1,0,2022-04-12 13:43:34.049133,tree,,code/lib/views/home_page/covers_sortable_list.dart (NO_NODE_YET),,,2022-04-12T13:43:34.049133
12,1040,drive,control,1,0,2022-04-12 13:44:36.846156,tree,,code/lib/views/home_page/home_page.dart (crowberry),,,2022-04-12T13:44:36.846156
14,1041,drive,control,1,0,2022-04-12 13:44:50.030335,tree,,code/lib/views/home_page/home_nav_bar_mobile.dart (NO_NODE_YET),,,2022-04-12T13:44:50.030335
16,1042,drive,control,1,0,2022-04-12 13:44:51.074168,tree,,code/lib/views/home_page/home_nav_bar.dart (bergamot),,,2022-04-12T13:44:51.074168
18,1043,drive,control,1,0,2022-04-12 13:45:17.842592,tree,,code/lib/views/home_page/covers_flow_list.dart (cement),,,2022-04-12T13:45:17.842592
20,1044,drive,control,1,0,2022-04-12 13:45:33.381157,define,code/lib/views/home_page/covers_flow_list.dart (cement),code/lib/views/home_page/covers_flow_list.dart (cement),42:48-42:53,16:28-16:33,2022-04-12T13:45:33.381157
21,1045,drive,control,1,0,2022-04-12 13:46:19.742909,define,code/lib/views/home_page/covers_flow_list.dart (cement),code/lib/views/home_page/book_cover/book_cover.dart (silicon),243:20-243:35,17:8-17:8,2022-04-12T13:46:19.742909
23,1046,drive,control,1,0,2022-04-12 13:46:57.016329,tree,,code/lib/styled_widgets/buttons/styled_share_btn.dart (NO_NODE_YET),,,2022-04-12T13:46:57.016329
25,1047,drive,control,1,0,2022-04-12 13:48:34.148550,hide,,code/lib/views/home_page/book_cover/book_cover.dart (silicon),,,2022-04-12T13:48:34.148550
27,1048,drive,control,1,0,2022-04-12 13:49:09.382829,reference,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/views/home_page/book_cover/book_cover_large.dart (sticky),8:6-8:21,84:20-84:35,2022-04-12T13:49:09.382829
29,688,drive,control,1,0,2022-04-12 13:49:54.532704,UI,,/styled_widgets/buttons/styled_share_btn.dart,,,2022-04-12T13:49:54.532704
30,689,drive,control,1,0,2022-04-12 13:50:01.793983,UI,,/views/home_page/book_cover/book_cover_large.dart,,,2022-04-12T13:50:01.793983
31,1049,drive,control,1,0,2022-04-12 13:50:21.962366,mark,,code/lib/views/home_page/book_cover/book_cover_large.dart (sticky),,84:19-84:48,2022-04-12T13:50:21.962366
32,690,drive,control,1,0,2022-04-12 13:50:27.098963,UI,,/styled_widgets/buttons/styled_share_btn.dart,,,2022-04-12T13:50:27.098963
33,1050,drive,control,1,0,2022-04-12 13:50:47.535590,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,22:6-22:50,2022-04-12T13:50:47.535590
34,1051,drive,control,1,0,2022-04-12 13:50:52.288124,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),code/lib/commands/app/copy_share_link_command.dart (NO_NODE_YET),22:6-22:26,10:6-10:26,2022-04-12T13:50:52.288124
36,1052,drive,control,1,0,2022-04-12 13:51:21.960203,mark,,code/lib/commands/app/copy_share_link_command.dart (fir),,14:1-33:3,2022-04-12T13:51:21.960203
37,692,drive,control,1,0,2022-04-12 13:51:55.364340,UI,,/styled_widgets/buttons/styled_share_btn.dart,,,2022-04-12T13:51:55.364340
38,1053,drive,control,1,0,2022-04-12 13:52:37.720268,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,36:23-36:42,2022-04-12T13:52:37.720268
39,1054,drive,control,1,0,2022-04-12 13:52:44.934292,unmark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (gatsby),,36:23-36:42,2022-04-12T13:52:44.934292
40,693,drive,control,1,0,2022-04-12 13:52:49.932585,UI,,/commands/app/copy_share_link_command.dart,,,2022-04-12T13:52:49.932585
41,1055,drive,control,1,0,2022-04-12 13:53:18.040078,unmark,,code/lib/commands/app/copy_share_link_command.dart (fir),,14:1-33:3,2022-04-12T13:53:18.040078
42,1056,drive,control,1,0,2022-04-12 13:53:24.334612,mark,,code/lib/commands/app/copy_share_link_command.dart (fir),,23:4-27:5,2022-04-12T13:53:24.334612
